extract_date,id,title,street_name,general_address,apartment_type,stock,total_area,used_area,rooms,bedrooms,bathrooms,cold_rent,total_rent,condition
yesterday,111056057,2 KALTMIETEN FREI - Wunderschöne und helle 2-Zimmer-Wohnung in Berlin-Friedrichshain,Ebertystraße ,"10249 Berlin, Friedrichshain (Friedrichshain)",Etagenwohnung,2 von 5,"65,6 m²",,2,1,1,918 €,1.034 € (zzgl. Heizkosten),Gepflegt
yesterday,111054900,"Besichtigung: Donnerstag, 14.12.17 um 18 Uhr - Sanierte 3-Zimmer-Wohnung in Mariendorf",Mariendorfer Damm ,"12107 Berlin, Mariendorf, Mariendorf (Tempelhof)",Etagenwohnung,,55 m²,,3,2,1,670 €,840 €,Erstbezug nach Sanierung
yesterday,111054573,!!! KEINE MASSENBESICHTIGUNG - Sanierte Familien-Wohnung mit im Erdgeschoss in Berlin-Moabit,Berlichingenstraße ,"10553 Berlin, Tiergarten (Tiergarten)",Etagenwohnung,,"96,63 m²",,3,,,1.208 €,1.415 €,Saniert
yesterday,111052377,Wunderchoene 2-Zimmer Wohnung in Buch sucht Nachmieter,Zepernicker Str ,"13125 Berlin, Buch (Pankow)",,,71 m²,,2,,,975 €,975 € (zzgl. Nebenkosten & Heizkosten),
yesterday,111052264,Nachmieter gesucht für eine 70 qm große vollmöblierte Wohnung,JohannaStegenStr. ,"12167 Berlin, Steglitz (Steglitz)",,,70 m²,,2,,,850 €,850 € (zzgl. Nebenkosten & Heizkosten),
yesterday,111051940,!!! KEINE MASSENBESICHTIGUNG - Sanierte Familien-Wohnung mit zwei Balkonen in Berlin-Moabit,Berlichingenstraße ,"10553 Berlin, Tiergarten (Tiergarten)",Etagenwohnung,1,"155,96 m²",,4,3,1,2.105 €,2.439 €,Saniert
yesterday,111050991,4-Zimmer im Grunewald - toller NEUBAU sucht neuen Mieter,AugusteViktoriaStraße ,"14193 Berlin, Grunewald (Wilmersdorf)",Etagenwohnung,3 von 5,144 m²,,4,3,2,2.350 €,2.735 €,
yesterday,111050452,+SONNIGE-HELLE MAISONETTENWOHNUNG MIT GARTEN IN ZEHLENDORF SUCHT NETTE MIETER+,Bitterstr. ,"14195 Berlin, Dahlem (Zehlendorf)",Maisonette,1 von 2,168 m²,,4,2,2,1.900 €,2.506 €,Gepflegt
yesterday,111049363,Budapester Höfe - Vertriebsstart zweiter Bauabschnitt!,Heidestraße ,"10557 Berlin, Tiergarten (Tiergarten)",Etagenwohnung,4 von 6,96 m²,,4,3,2,1.449 €,"1.715,43 €",Erstbezug
yesterday,111049348,Budapester Höfe - Vertriebsstart zweiter Bauabschnitt!,Heidestraße ,"10557 Berlin, Tiergarten (Tiergarten)",Etagenwohnung,1 von 6,96 m²,,4,3,2,1.345 €,"1.610,30 €",Erstbezug
yesterday,111049342,Budapester Höfe - Vertriebsstart zweiter Bauabschnitt!,Heidestraße ,"10557 Berlin, Tiergarten (Tiergarten)",Etagenwohnung,5 von 6,82 m²,,3,2,1,1.225 €,"1.450,84 €",Erstbezug
yesterday,111049325,Budapester Höfe - Vertriebsstart zweiter Bauabschnitt!,Heidestraße ,"10557 Berlin, Tiergarten (Tiergarten)",,,,,,,,,,
yesterday,111049311,Budapester Höfe - Vertriebsstart zweiter Bauabschnitt!,Heidestraße ,"10557 Berlin, Tiergarten (Tiergarten)",Etagenwohnung,2 von 6,82 m²,,3,2,1,1.245 €,"1.470,39 €",Erstbezug
yesterday,111049277,Budapester Höfe - Vertriebsstart zweiter Bauabschnitt!,Heidestraße ,"10557 Berlin, Tiergarten (Tiergarten)",Etagenwohnung,1 von 6,58 m²,,2,1,1,835 €,"993,68 €",Erstbezug
yesterday,111049258,Budapester Höfe - Vertriebsstart zweiter Bauabschnitt!,Heidestraße ,"10557 Berlin, Tiergarten (Tiergarten)",Etagenwohnung,2 von 6,56 m²,,2,1,1,889 €,"1.043,64 €",Erstbezug
yesterday,111049247,Budapester Höfe - Vertriebsstart zweiter Bauabschnitt!,Heidestraße ,"10557 Berlin, Tiergarten (Tiergarten)",Erdgeschosswohnung,,56 m²,,2,1,1,849 €,"1.003,48 €",Erstbezug
yesterday,111046930,"Wunderschöne 3-Zimmer-Wohnung mit EBK, Ankleide und Balkon",Grünauer Straße ,"12557 Berlin, Köpenick (Köpenick)",Etagenwohnung,1 von 5,"84,49 m²",,3,,1,932 €,1.145 €,Erstbezug nach Sanierung
yesterday,111046173,Sanierte Dachgeschosswohnung mit fantastischem Ausblick zu vermieten!,Steglitzer Damm ,"12169 Berlin, Steglitz (Steglitz)",Dachgeschoss,,60 m²,,2,1,1,599 €,709 € (zzgl. Heizkosten),Gepflegt
yesterday,111046062,Möbell. 2 Zi.Kü.Di.Bad Whg. (Bln MItte) auf zeit (2-3 Monate evtl.länger) ab Dez.750 EUR WarmMiete,,13357 Berlin,,,65 m²,,2,,,750 €,750 € (zzgl. Nebenkosten & Heizkosten),
yesterday,111027698,"Frisch renovierte, modern möblierte 1,5 Zimmer Wohnung im Zentrum West",CasparTheyßStraße ,"14193 Berlin, Grunewald (Wilmersdorf)",Etagenwohnung,1 von 4,52 m²,52 m²,"1,5",1,1,"995,39 €",1.150 €,Erstbezug nach Sanierung
yesterday,111026185,Luxuswohnung in einer 3-Familien-Stadtvilla,,13465 Berlin-Frohnau/Glienicke,Terrassenwohnung,2 von 1,"174,4 m²",174 m²,6,3,2,1.480 €,1.900 €,Neuwertig
yesterday,111009172,"Schöne Topsanierte Altbauwhg, bis zu 2 Kaltmieten mietfrei",Ebertystr. ,"10249 Berlin, Friedrichshain (Friedrichshain)",Etagenwohnung,2 von 5,"65,6 m²",,2,1,1,918 €,1.032 € (zzgl. Heizkosten),Saniert
yesterday,111009009,"2 Kaltmieten sparen für Schnellentschlossene, frisch saniert, schöne Raumauftreilung",Ebertystr. ,"10249 Berlin, Friedrichshain (Friedrichshain)",Etagenwohnung,4 von 4,"66,58 m²",,2,1,1,932 €,1.047 € (zzgl. Heizkosten),Saniert
yesterday,111006250, Köpenicker Villa an der Spree - wohnen im Denkmal,,12555 Berlin,Sonstige,1,220 m²,220 m²,5,4,1,4.500 €,4.984 €,Saniert
yesterday,110986732,*AKTION* 2 Monate mietfrei! Neusanierte Single- oder Pärchenwohnung in Friedrichshain,Ebertystraße ,"10249 Berlin, Friedrichshain (Friedrichshain)",Etagenwohnung,3 von 4,"65,6 m²",65 m²,2,1,1,918 €,1.034 € (zzgl. Heizkosten),Erstbezug nach Sanierung
yesterday,110985223,"Ebenerdige, großzügige Gartenwohnung in exponierter Lage und nahe dem Grunewaldsee ",Hagenstraße ,"14193 Berlin, Grunewald (Wilmersdorf)",Erdgeschosswohnung,0 von 3,92 m²,,2,1,1,1.220 €,1.540 €,Neuwertig
yesterday,110984775,"Bezugsfrei ab 15.01.2018, Penthouse im Erstbezug, direkt am Wasser",,12555 Berlin,Penthouse,3,"60,63 m²",,2,,1,"1.212,60 €","1.394,49 € (zzgl. Heizkosten)",Erstbezug
yesterday,110983312,"Bezugsfrei ab 15.01.2018, Penthouse im Erstbezug, direkt am Wasser",,12555 Berlin,Penthouse,3,"57,59 m²",,2,,1,"1.151,80 €","1.324,57 € (zzgl. Heizkosten)",Erstbezug
yesterday,110982202,Gepflegte Etagenwohnung in Top-Lage am Fennsee,Rudolstädter Straße ,"10713 Berlin, Wilmersdorf (Wilmersdorf)",Etagenwohnung,3 von 7,75 m²,,3,2,1,960 €,1.230 €,Gepflegt
yesterday,110981833,"Helle 2,5 Zimmer-DG-Wohnung mit großer Terrasse!",Frobenstr. ,"13585 Berlin, Spandau (Spandau)",Dachgeschoss,4 von 4,"76,8 m²",,"2,5",,1,"729,60 €","924,80 €",Gepflegt
yesterday,110980984,Sonnige und ruhige Familienwohnung in Französisch Buch *WBS mit Dringlichkeit,Rosenthaler Weg ,"13127 Berlin, Französisch Buchholz (Pankow)",,5 von 5,"82,62 m²",,3,,1,"464,82 €","724,82 €",Vollständig renoviert
yesterday,110977689,"Grün und ruhig - schöne drei Zimmer Wohnung in Berlin, Buch (Pankow)",Alt Buch ,"13125 Berlin, Buch (Pankow)",Etagenwohnung,3 von 5,71 m²,,3,,1,519 €,684 €,Vollständig renoviert
yesterday,110977362,***WOHNIDYLLE MITTEN IN BERLIN - KÖPENICK***,Wendenschloßstraße ,"12557 Berlin, Köpenick (Köpenick)",Etagenwohnung,,49 m²,49 m²,2,1,1,392 €,"536,70 €",Saniert
yesterday,110977229,Zentrale Altbauwohnung mit Charme,Fredericiastraße a,"14059 Berlin, Charlottenburg (Charlottenburg)",Etagenwohnung,2,"133,06 m²","133,06 m²","4,5",,1,1.550 €,1.980 €,Gepflegt
yesterday,110977213,Die Suche hat ein Ende!,Marienfelder Allee ,"12279 Berlin, Marienfelde (Tempelhof)",Etagenwohnung,1,"80,45 m²",,2,,,"699,92 €","917,02 €",Gepflegt
yesterday,110977164,Geräumige Dachgeschosswohnung mit großem Westbalkon,Mannheimer Straße ,"10713 Berlin, Wilmersdorf (Wilmersdorf)",Dachgeschoss,6 von 6,"137,2 m²",,"3,5",2,1,"1.646,40 €","1.823,40 € (zzgl. Heizkosten)",Gepflegt
yesterday,110977113,"KEINE MASSENBESICHTIGUNG - Traumhafte 1,5-Zimmer-Wohnung in Friedrichshain",Rigaer Straße ,"10247 Berlin-Friedrichshain, Friedrichshain (Friedrichshain)",Etagenwohnung,1,"65,17 m²",,"1,5",1,1,815 €,971 €,Gepflegt
yesterday,110976534,Stylisch möbliertes Business-Apartment am Strausberger Platz- WE 31n!,Strausberger Platz ,"10243 Berlin, Mitte (Mitte)",Etagenwohnung,6 von 7,"60,45 m²",,2,1,1,1.350 €,1.490 €,Erstbezug nach Sanierung
yesterday,110976174,Top 2 Zimmerwohnung - Tageslichtbad - Hochwertiger Laminatfußboden - Balkon - 779 € warm,Schönhauserstr. ,"12157 Berlin, Steglitz (Steglitz)",Etagenwohnung,3 von 5,"58,82 m²",,2,,,610 €,799 €,Modernisiert
yesterday,110975127,Ruhiges OG mit Balkon u. Gartennutzung nahe S-Bhf Schönholz,,13409 Berlin,Etagenwohnung,1 von 3,78 m²,,3,0,1,660 €,830 €,Neuwertig
yesterday,110973654,Schöne 2-Zimmer-Wohnung in verkehrsgünstiger Lage zu vermieten!,Margaretenstraße ,"12203 Berlin, Lichterfelde (Steglitz)",Hochparterre,0 von 4,"57,47 m²",,2,1,1,525 €,690 €,Gepflegt
yesterday,110960473,Wohnen in einer kinderfreundlichen Wohnanlage ,Goerzallee ,"12207 Berlin, Lichterfelde (Steglitz)",Etagenwohnung,3,"84,24 m²","84,24 m²",3,,,"805,33 €","1.101,33 €",
yesterday,110955851,Hier wartet Ihr neues Zuhause.,Weinmeisterhornweg b,"13593 Berlin, Staaken (Spandau)",Etagenwohnung,1,"67,45 m²",,2,,,"539,60 €","787,87 €",Gepflegt
yesterday,110954509, ### ULMANN IMMOBILIEN - grün & idyllisch gelegen! 6-Zimmerwohnung in Frohanu ###,,13465 Berlin Frohnau,Maisonette,,156 m²,,6,,2,1.300 €,1.880 €,Gepflegt
yesterday,110952070,2 Zimmerwohnung - Luxus Juwel - Pariser Straße - Olivaer Platz ab Januar 2018 zu vermieten,Pariser Straße ,"10707 Berlin, Wilmersdorf (Wilmersdorf)",,2 von 6,80 m²,2 m²,2,1,1,1.550 €,1.750 €,
yesterday,110951376,"*KREUZKÖLLN* Dachgeschosswohnung mit Aufzug, Wohnung-in-der-Wohnung * ERSTBEZUG *",Kottbusser Damm /,"10967 Berlin, Kreuzberg (Kreuzberg)",Dachgeschoss,5 von 5,"122,45 m²",,4,3,1,"2.204,10 €","2.546,97 €",Gepflegt
yesterday,110951000,"*KREUZKÖLLN* Ruhige Dachgeschosswohnung ohne Aufzug, am Kottbusser Damm *ERSTBEZUG*",Kottbusser Damm /,"10967 Berlin, Kreuzberg (Kreuzberg)",Dachgeschoss,5 von 5,"71,02 m²",,2,1,1,"1.278,36 €","1.459,46 €",Gepflegt
yesterday,110949198,Erstbezug nach Sanierung mit neuer Einbauküche,Lüderitzstr. ,"13351 Berlin, Wedding (Wedding)",Etagenwohnung,2 von 4,"57,05 m²",,2,,1,"778,70 €","949,84 €",Erstbezug nach Sanierung
yesterday,110949191,*KREUZKÖLLN* Dachgeschosswohnung mit Aufzug am Kottbusser Damm *ERSTBEZUG*,Kottbusser Damm /,"10967 Berlin, Kreuzberg (Kreuzberg)",Dachgeschoss,5 von 5,"86,87 m²",,4,3,1,"1.563,66 €","1.806,89 €",Gepflegt
yesterday,110948996,"*KREUZKÖLLN* Ruhige Dachgeschosswohnung ohne Aufzug, im Hinterhaus am Kottbusser Damm *ERSTBEZUG*",Kottbusser Damm /,"10967 Berlin, Kreuzberg (Kreuzberg)",Dachgeschoss,5 von 5,"39,3 m²",,1,,1,786 €,"886,22 €",Gepflegt
yesterday,110948282,Terrasse und kleiner Garten in Wasserstadt Spindlersfeld *** mit Einbauküche,ErnstGrubeStraße  c,"12555 Berlin, Köpenick (Köpenick)",Erdgeschosswohnung,0 von 1,"72,48 m²",,3,2,1,799 €,993 €,Gepflegt
yesterday,110947931,Attraktive Wohnung in zentraler Lage – sehr hell – großer Balkon - 2 Zimmer,,10249 Berlin - Scheffelstraße - Bezirk LI angrenzend FR,,3 von 4,"67,77 m²",,2,,,"723,11 €","944,64 €",Gepflegt
yesterday,110942834,Helles ruhiges Domizil - kleine Haushälfte in Rudow ! 4 Zimmer mit Garten !!!,Seidelbastweg ,"12357 Berlin, Rudow (Neukölln)",Terrassenwohnung,1 von 1,118 m²,118 m²,4,2,1,1.080 €,1.342 €,Vollständig renoviert
yesterday,110937829,"1,5 Zimmer-Wohnung in Grünau",Libboldallee ,"12527 Berlin, Grünau (Köpenick)",Erdgeschosswohnung,,"53,47 m²",,"1,5",1,1,"552,88 €","682,88 €",Gepflegt
yesterday,110936575,Erstbezug nach Modernisierung Ruhige Grünlage für Zwei,GeneralBarbyStraße c,"13403 Berlin, Reinickendorf (Reinickendorf)",Hochparterre,0 von 3,"77,09 m²",,3,,,770 €,990 €,Erstbezug nach Sanierung
yesterday,110936498,"Schöne, geräumige zwei Zimmer Wohnung in Berlin, Mitte",Rathausstraße ,"10178 Berlin, Mitte (Mitte)",Etagenwohnung,2 von 4,68 m²,,2,,,1.320 €,1.320 €,Modernisiert
yesterday,110921929,Tausche lichtdurchflutete 3-RW in idyllischer WA in Weißensee gegen 2-RW,Gartenstraße ,"13088 Berlin, Weißensee (Weißensee)",Erdgeschosswohnung,1 von 3,97 m²,,3,,1,1.150 €,1.400 €,Vollständig renoviert
yesterday,110919856,Galeriewohnung mit Dachterrasse über den Dächern Berlins im Bezirk Prenzlauer Berg,,10119 Berlin,Dachgeschoss,5 von 5,"86,14 m²",,"3,5",,1,1.398 €,1.546 €,Modernisiert
yesterday,110917850,Viel Platz zum Wohnen - mit kleinem Garten...,Weinmeisterhornweg b,"13593 Berlin, Staaken (Spandau)",Erdgeschosswohnung,0,"120,76 m²",,5,,,"1.026,46 €","1.470,95 €",Gepflegt
yesterday,110917627,2 Zimmer Wohnung Wedding,Utrechter Straße ,"13347 Berlin, Wedding (Wedding)",Sonstige,,56 m²,56 m²,2,,,672 €,762 € (zzgl. Heizkosten),
yesterday,110915877,"Hohe Decken, große Fenster, helle Räume, hoher Standard - Ruhiges Wohnen im Denkmal",Am Filmlager ,"12555 Berlin, Köpenick (Köpenick)",Etagenwohnung,1 von 3,"68,71 m²",,2,1,1,790 €,1.050 €,Saniert
yesterday,110914469,Erstbezug nach Sanierung ! Traumhafte 4 Zi.-Wohnung mit Rosetten-Stuck in bester Lage,Greifswalder Str. ,"10407 Berlin, Prenzlauer Berg, Prenzlauer Berg (Prenzlauer Berg)",Etagenwohnung,3 von 2,"149,49 m²","149,49 m²",4,3,1,"2.690,82 €","3.139,29 €",Erstbezug nach Sanierung
yesterday,110914173,NEU 2 Zimmerwohnung mit eigenem Garten und Terrasse | ERSTBEZUG,Fürstenplatz ,"14052 Berlin, Charlottenburg (Charlottenburg)",Erdgeschosswohnung,,74 m²,,2,,,1.110 €,1.335 €,Erstbezug nach Sanierung
yesterday,110914149,Erstbezug nach Sanierung ! Traumhafte 4 Zi.-Wohnung mit Rosetten-Stuck in bester Lage,Greifswalder Str. ,"10407 Berlin, Prenzlauer Berg, Prenzlauer Berg (Prenzlauer Berg)",Etagenwohnung,2 von 1,"147,81 m²","147,81 m²",4,3,1,"2.512,77 €","2.956,20 €",Erstbezug nach Sanierung
yesterday,110913802,"3-Zimmer-Balkon-Wohnung in Wedding, Böttgerstraße",Böttgerstraße ,"13357 Berlin, Wedding (Wedding)",Etagenwohnung,5 von 7,"62,5 m²",,3,,1,910 €,1.099 €,Erstbezug nach Sanierung
yesterday,110913542,Wunderschöne möblierte Altbauwohung mit Balkon und Blick auf den Volkspark,,"10407 Berlin, Prenzlauer Berg",,1,105 m²,105 m²,3,2,1,1.890 €,2.280 €,
yesterday,110912850,Modernisierte Altbauwohnung + nur 100 m vom Ku´damm + WG-geeignet + BESICHTIGUNG am 16.12. um 15:00,JoachimFriedrichStraße /,"10711 Berlin, Wilmersdorf (Wilmersdorf)",Etagenwohnung,3 von 4,"64,69 m²",,2,1,1,"905,66 €","1.075,79 €",Gepflegt
yesterday,110912385,FLAT SHOWING 12thDec. at 5:30pm! AWESOME 2-ROOM APARTMENT with PRIVATE GARDEN! Für DEUTSCH scrollen!,Bornholmer Straße ,"10439 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Erdgeschosswohnung,0 von 4,"77,18 m²",,2,2,1,"999,48 €","1.153,84 €",Saniert
yesterday,110912140,**Hell und exklusiv in Pankow-Rosenthal**,An der Vogelweide ,"13158 Berlin, Rosenthal (Pankow)",Etagenwohnung,1,"66,51 m²",,2,,,"708,42 €","938,69 €",
yesterday,110911176,Helle Altbauwohnung mit idyllischem Garten,,14055 Berlin,Sonstige,1 von 3,87 m²,,3,1,1,1.300 €,1.510 €,Vollständig renoviert
yesterday,110911155,Nachmieter gesucht - Geräumige Zweizimmerwohnung mit Wintergarten,Friedenfelser Str. ,"12279 Berlin, Marienfelde (Tempelhof)",Etagenwohnung,3 von 4,"70,94 m²",,2,1,1,747 €,"998,13 €",Gepflegt
yesterday,110907367,Ihre neue helle 3-Zimmerwohnung mit Parkblick in Köpenick //mit WBS,Grünauer Straße ,"12557 Berlin, Köpenick (Köpenick)",Etagenwohnung,4 von 4,"75,07 m²","75,07 m²",3,3,1,638 €,778 €,
yesterday,110890355,Altbauwohnung mit hohen Decken - Traunsteiner Straße/unweit Viktoria-Luise-Platz!,,10781 Berlin,Etagenwohnung,1,"94,5 m²",,3,2,1,1.099 €,1.339 €,Vollständig renoviert
yesterday,110888962,"NEUBAU ERSTBEZUG 2,5 -Zimmer Maisonette Wohnung Otto-Suhr-Allee 25 SF/GH mit zwei Balkons",OttoSuhrAllee ,"10585 Berlin, Charlottenburg (Charlottenburg)",,4 von 2,"91,32 m²","91,32 m²","2,5",1,1,"1.187,16 €","1.433,24 €",Erstbezug
yesterday,110886306,"1 Zimmer + große Wohnküche, Erstbezug nach Sanierung",Börnestr. ,"13086 Berlin, Weißensee (Weißensee)",Etagenwohnung,3 von 4,"55,8 m²",,1,,1,753 €,926 €,Saniert
yesterday,110886251,"Traumhaft schön, Erstbezug nach Sanierung!",Börnestr. ,"13086 Berlin, Weißensee (Weißensee)",Etagenwohnung,2 von 4,"69,89 m²",,2,,1,909 €,1.126 €,Saniert
yesterday,110886093,Frisch sanierte sonnige DG-Wohnung ,Streustraße ,"13086 Berlin, Weißensee (Weißensee)",Dachgeschoss,4 von 4,"62,45 m²",,2,,1,843 €,1.037 €,Saniert
yesterday,110884979,Frisch für Sie saniert!,Knüllweg ,"13589 Berlin, Spandau (Spandau)",Etagenwohnung,1,"72,94 m²",,"2,5",,,"508,39 €","768,02 €",Modernisiert
yesterday,110884509,Modernes Komfort-Haus im Erstbezug in Berlin-Lichterfelde - viel Platz für Sie und Ihre Familie!,,14167 Berlin,,,"158,56 m²","205,37 m²",5,4,2,2.200 €,2.600 €,Erstbezug
yesterday,110880861,LOFT --- LÄUFT,Falkenseer Chaussee ,"13583 Berlin, Spandau (Spandau)",Etagenwohnung,2,"81,09 m²",,"2,5",,,"583,85 €","897,19 €",Modernisiert
yesterday,110880040,Modernisierte 1 Zimmer-Wohnung,Emmentalerstr. ,"13409 Berlin-Reinickendorf, Reinickendorf (Reinickendorf)",Etagenwohnung,3 von 4,45 m²,,1,,1,309 €,"656,47 €",Modernisiert
yesterday,110879872,Erstbezug nach Sanierung !!! Traumhafte 2 Zi.-Wohnung mit Rosetten-Stuck am Prenzlauer Berg,Greifswalder Str. ,"10407 Berlin, Prenzlauer Berg, Prenzlauer Berg (Prenzlauer Berg)",Etagenwohnung,3 von 5,"62,18 m²","62,18 m²",2,1,1,"1.119,24 €","1.305,78 € (zzgl. Heizkosten)",Erstbezug nach Sanierung
yesterday,110879493,Erstbezug nach Sanierung ! Traumhafte 2 Zi.-Wohnung mit Rosetten-Stuck am Prenzlauer Berg,Greifswalder Str. ,"10407 Berlin, Prenzlauer Berg, Prenzlauer Berg (Prenzlauer Berg)",Etagenwohnung,2 von 2,"63,58 m²","63,58 m²",2,1,1,"1.080,86 €","1.271,60 € (zzgl. Heizkosten)",Erstbezug nach Sanierung
yesterday,110879267,TOP ERSTBZUG NAHE OBERSEE+WOHNEN IN EINER DOPPELHAUSHÄLFTE+CA. 240 m² GARTEN+KAMIN,Königswalder Str. ,"13053 Berlin, Alt-Hohenschönhausen (Hohenschönhausen)",Maisonette,0 von 1,105 m²,,3,2,,1.300 €,1.400 € (zzgl. Heizkosten),Erstbezug
yesterday,110877049,2 Zimmer mit Einbauküche mitten in Rosa Luxemburg.,,10119 Berlin,,,"49,78 m²",,2,,,1.200 €,1.200 € (zzgl. Nebenkosten & Heizkosten),
yesterday,110876508,exklusive 3 Zimmerwohnung mit EBK und Garten im Bergmannkiez,Schleiermacherstraße ,"10961 Berlin, Kreuzberg (Kreuzberg)",Erdgeschosswohnung,0 von 4,114 m²,,3,2,1,1.586 €,"1.799,70 €",Erstbezug nach Sanierung
yesterday,110864547,Luxus pur * Perfektes Wohnen * * zentral & ruhig * Erstbezug,Französische Straße ,"10117 Berlin, Mitte (Mitte)",Erdgeschosswohnung,0 von 5,80 m²,,2,1,1,1.600 €,1.870 €,Erstbezug
yesterday,110863111,"TRAINEES, DOKTORANDEN, REFERENDAREN, STUDENTEN - Studentenwohnungen STUDIO HOUSE BERLIN",BärbelBohleyRing ,"13355 Berlin, Wedding (Wedding)",Etagenwohnung,5 von 6,"20,5 m²","20,5 m²",1,1,1,570 €,669 €,Erstbezug
yesterday,110862707,"Studenten, Trainees, Doktoranden, Referendaren - möblierte Studentenwohnung STUDIO HOUSE BERLIN",BärbelBohleyRing ,"13355 Berlin, Wedding (Wedding)",Etagenwohnung,4 von 6,"20,5 m²","20,5 m²",1,1,1,560 €,659 €,Erstbezug
yesterday,110858339,Sonnige 2 ZW mit Balkon Plänterwald,Platanenweg  B,"12437 Berlin, Plänterwald (Treptow)",,,,,,,,,,
yesterday,110857386,Erstbezug nach Sanierung.,Stendaler Str. ,"12627 Berlin, Hellersdorf (Hellersdorf)",Etagenwohnung,2,"58,12 m²",,3,,,"521,37 €","684,31 €",Erstbezug nach Sanierung
yesterday,110857379,Viel Platz um Ihre Träume zu verwirklichen,Alte Hellersdorfer Str. ,"12629 Berlin, Hellersdorf (Hellersdorf)",Etagenwohnung,4,"88,4 m²",,3,,,"562,05 €","797,81 €",Gepflegt
yesterday,110857359,Repräsentative 4-Zimmer-Altbauwohnung in bester City-West-Lage,Duisburger Str. ,"10707 Berlin, Wilmersdorf (Wilmersdorf)",Etagenwohnung,3 von 4,"124,48 m²",,4,1,1,1.690 €,1.990 €,Erstbezug nach Sanierung
yesterday,110857351,Alles NEU! Sanierte Wohnung mit Gestaltungsspielraum beim Bodenbelag!,Stieglitzweg ,"12351 Berlin, Buckow (Neukölln)",Etagenwohnung,3,"73,3 m²",,2,,,593 €,"780,17 €",Modernisiert
yesterday,110855369,"**Hochwertige 2,5-Zimmerwohnung mit Terrasse und PKW-Stellplatz**",Ferdinandstr. ,"12209 Berlin, Lichterfelde (Steglitz)",,0,"88,18 m²",,"2,5",,,790 €,1.200 €,
yesterday,110853843,Frisch renoviert!,Böhmerwaldweg ,"13589 Berlin, Spandau (Spandau)",Erdgeschosswohnung,0,"67,99 m²",,"2,5",,,"525,56 €","756,15 €",Saniert
yesterday,110853013,Exklusive Dachgeschoss/Penthousewohnung,,10717 Berlin,,5 von 5,187 m²,,4,3,2,2.720 €,3.190 €,Saniert
yesterday,110848005,Sonnige 3-Zimmer-Wohnung im Erstbezug!,Schützenstraße ,"10117 Berlin-Mitte, Mitte (Mitte)",Etagenwohnung,6 von 7,83 m²,,3,2,2,1.494 €,"1.809,40 €",Erstbezug
yesterday,110847159,STUDENTEN AUFGEPASST! ***Wohnen an der Residenzstraße***,Residenzstraße ,"13409 Berlin, Reinickendorf (Reinickendorf)",Etagenwohnung,4 von 5,50 m²,,2,1,1,699 €,849 €,Gepflegt
yesterday,110846713,Exklusive 2-Zimmer-Wohnung mit exklusiver Küche - Direkt am Wasser!,,13597 Berlin,Etagenwohnung,,61 m²,,2,,,671 €,791 €,Erstbezug
yesterday,110839400,Nette Wohnung in Prenzlauer Berg - Oderberger str.,,10435 Berlin,Etagenwohnung,1 von 5,73 m²,,2,,1,1.100 €,1.480 €,
yesterday,110829390,Attraktive Wohnung in zentraler Lage – sehr hell – großer Balkon - 2 Zimmer,,10367 Berlin - Scheffelstraße,,3 von 4,"67,77 m²",,2,,,"723,11 €","944,64 €",Gepflegt
yesterday,110828687,"Berlin Mitte - noble apartment with garden/terrace, 3 bedrooms, new building",Wallstr. ,"10179 Berlin, Mitte (Mitte)",Maisonette,,165 m²,70 m²,4,3,2,2.270 €,2.670 €,Neuwertig
yesterday,110807906,Erstklassige 3 Zi.- Gartenwng im historischer Dorfkern- 1000 qm Traumgrundstück dicht am Wasser!,,12557 Berlin,,,,,,,,,,
yesterday,110803285,Traum-Penthouse-Wohnung am Ku´damm,Kurfürstendamm ,"10709 Berlin, Wilmersdorf (Wilmersdorf)",Penthouse,5 von 5,180 m²,180 m²,4,2,1,2.250 €,2.750 €,Gepflegt
yesterday,110788730,Stilvoll vollendet - elegantes Penthouse der besonderen Art!,Kronenstraße ,"10117 Berlin, Mitte (Mitte)",Etagenwohnung,7,160 m²,,4,,,3.400 €,3.730 €,Neuwertig
yesterday,110788244,"Erstbezug nach Komplettsanierung! Sonniger Parkett-Altbau mit Lift, 6 m²-West-Balkon, Gäste-WC",,14052 Berlin,,3 von 4,150 m²,,3,2,1,1.875 €,2.260 €,Erstbezug nach Sanierung
yesterday,110785711,#Designermöbel und Einbauküche inklusive!,Pariser Str. ,"10707 Berlin, Wilmersdorf (Wilmersdorf)",Etagenwohnung,2 von 5,76 m²,0 m²,2,1,2,1.550 €,1.750 €,Neuwertig
yesterday,110785269,"Nachmieter für EG-Whg auf Stralau, ideal für Pärchen und Familien",Tunnelstraße ,"10245 Berlin, Friedrichshain (Friedrichshain)",Erdgeschosswohnung,0 von 0,103 m²,,3,2,2,1.490 €,1.820 €,Neuwertig
yesterday,110779889,Herschafftliches Dachgeschoss mit Dachterrasse !,Grünberger Straße ,"10245 Berlin, Friedrichshain (Friedrichshain)",Dachgeschoss,5 von 5,"160,38 m²",,4,3,2,"2.084,94 €","2.566,08 €",Modernisiert
yesterday,110776995,"sanierte zentrale Einzimmerwohnung, ideal für Pendler",Prinzregentenstr. ,"10717 Berlin, Wilmersdorf (Wilmersdorf)",,,,,,,,,,
