extract_date,id,title,street_name,general_address,apartment_type,stock,total_area,used_area,rooms,bedrooms,bathrooms,cold_rent,total_rent,condition
yesterday,112011576,"Neubau, sehr ruhige Lage, perfekt für die kleine Familie!",WalterFranckZeile ,"12353 Berlin, Rudow (Neukölln)",Etagenwohnung,2 von 8,"90,27 m²",,4,,,"920,75 €","1.137,40 €",
yesterday,111866714,Große 2-Zimmer-Wohnung mit Dachterrasse,Bautzener Straße ,"10829 Berlin, Schöneberg (Schöneberg)",Etagenwohnung,6 von 7,"70,45 m²",,2,1,1,"1.055,01 €","1.301,59 €",Erstbezug
yesterday,111731937,2 Zimmer mit Süd-Balkon - Fußbodenhzg. - ab Sep. 2018,Bautzener Straße ,"10829 Berlin, Schöneberg (Schöneberg)",Etagenwohnung,4 von 7,"48,35 m²",,2,1,1,"667,67 €","836,90 €",Erstbezug
yesterday,111664655,1 Zimmer mit offener Wohnküche - Süd-Balkon- Fußbodenhzg.,Bautzener Straße ,"10829 Berlin, Schöneberg (Schöneberg)",Etagenwohnung,5 von 7,"39,6 m²",,1,,1,"588,90 €","727,50 €",Erstbezug
yesterday,109162831,"Schnellentschlossene sparen 200€!!!! Ruhig wohnen, mittendrin! vollmöbliert und modern - H2F",TinoSchwierzinaStraße ,"13089 Berlin-Pankow, Heinersdorf (Weißensee)",Etagenwohnung,,21 m²,,1,1,1,485 €,635 €,Erstbezug
yesterday,110250477,Erstbezug – 1A-Lage am Ku’damm – Exklusives Stadtdomizil – Stuck-Altbau –Sehr repräsentativ,,10719 Berlin - Kurfürstendamm,,3,"201,58 m²",,4,,,"3.326,07 €","3.830,02 €",Erstbezug nach Sanierung
yesterday,110016563,Designobjekt mit hellem Charakter und viel Luxus,Am Hamburger Bahnhof ,"10557 Berlin, Tiergarten (Tiergarten)",Etagenwohnung,1 von 6,"83,93 m²",,3,2,2,"1.342,88 €","1.709,57 €",Erstbezug
yesterday,111508292,Neubauwohnung in Designobjekt mit Concierge-Service,Am Hamburger Bahnhof ,"10557 Berlin, Tiergarten (Tiergarten)",Etagenwohnung,4 von 6,"92,83 m²",,3,2,1,"1.531,70 €","1.936,13 €",Erstbezug
yesterday,109062937,Schnellentschlossene sparen 200€!!!! ECHT COOL! für Studenten und Young Professionals - H2F,TinoSchwierzinaStraße ,"13089 Berlin-Pankow, Heinersdorf (Weißensee)",Etagenwohnung,,21 m²,,1,1,1,465 €,615 €,Erstbezug
yesterday,105351063,Penthouse-Wohnung am Potsdamer Platz mit einem außergewöhnlichen Ausblick!,GabrieleTergitPromenade ,"10963 Berlin, Tiergarten (Tiergarten)",Etagenwohnung,7 von 8,"177,11 m²",,4,3,2,3.070 €,"3.912,90 €",Neuwertig
yesterday,111661204,Penthouse-Wohnung mit Kamin und Klimaanlage,Marthastraße a,"13158 Berlin, Rosenthal (Pankow)",,,,,,,,,,
yesterday,112043912,"Besichtigung Samstag, 09.12. um 10:30 Uhr,1 Zimmer mit Garten und Terrasse + Einbauküche",Wünsdorfer Straße ,"12307 Berlin, Lichtenrade (Tempelhof)",Erdgeschosswohnung,,"54,53 m²","54,53 m²",1,1,1,489 €,"598,90 €",Modernisiert
yesterday,111530143,Lebensqualität auf ca. 111 m² in Wilhelmsruh - Helle Vier-Zimmer-Wohnung mit Balkon,Kopenhagener Straße ,"13158 Berlin, Rosenthal (Pankow)",Etagenwohnung,1,"110,98 m²",,4,1,1,"1.223,55 €","1.523,74 €",Erstbezug
yesterday,111529758,Helle und offene Drei-Zimmer-Wohnung (ca. 96 m²) - Wohnglück in Berlin Wilhelmsruh,Kopenhagener Straße ,"13158 Berlin, Rosenthal (Pankow)",Terrassenwohnung,0,"95,46 m²",,3,1,1,"932,17 €","1.187,54 €",Erstbezug
yesterday,111529032,Gemütliche Single-/Pärchenwohnung auf ca. 67 m² mit Süd-Balkon und Wannenbad,Kopenhagener Straße ,"13158 Berlin, Rosenthal (Pankow)",Etagenwohnung,5,"66,65 m²",,2,1,1,"699,83 €","880,77 €",Erstbezug
yesterday,107280397,Erstbezug nach Sanierung - großzügige 3 Zimmerwohnung mit Balkon im schönen Grünau,Regattastraße ,"12527 Berlin, Grünau (Köpenick)",Etagenwohnung,,"97,37 m²",,3,2,2,"863,30 €","1.136,75 €",Gepflegt
yesterday,111426831,Nur noch einziehen und wohlfühlen in 52 ° Grad Nord - Erstbezug,Teichmummelring ,"12527 Berlin, Grünau (Köpenick)",Dachgeschoss,,"67,93 m²",,2,1,1,"804,97 €",1.099 €,Erstbezug
yesterday,111290600,"Stilvolle, helle Gartenwohnung auch ideal für Freiberufler mit Familie",,12203 Berlin,Maisonette,1 von 2,"318,29 m²","26,71 m²",10,6,2,3.500 €,3.900 € (zzgl. Heizkosten),Neuwertig
yesterday,109044759,Edle Dachgeschoßwohnung in traumhafter Villa,Kronberger Strasse ,"14193 Berlin, Grunewald (Wilmersdorf)",Dachgeschoss,3 von 3,230 m²,,5,2,2,4.106 €,4.106 €,
yesterday,112174179,2 Zimmer Wohnung im Erdgeschoss in Dahlem! Bezugsfertig zum Ferbruar 2018!,Pritchardstraße ,"14169 Berlin, Dahlem (Zehlendorf)",Erdgeschosswohnung,,"51,1 m²",,2,1,1,511 €,649 €,Modernisiert
yesterday,112172250,"BESICHTIGUNG: Samstag den 16.12 um 11:00 Uhr! Möbliertes Apartment, Anmietung auf Zeit - ab Januar!",EberhardRotersPlatz ,"10965 Berlin, Kreuzberg (Kreuzberg)",Erdgeschosswohnung,,"59,2 m²",,1,,1,1.065 €,1.191 €,Gepflegt
yesterday,111787985,4-Zimmer-Wohnung in ruhiger Lage,Avenue Charles de Gaulle  B,"13469 Berlin, Wittenau (Reinickendorf)",Etagenwohnung,1 von 3,"130,6 m²",,4,,1,1.151 €,1.576 €,Gepflegt
yesterday,111787825,6-Raumwohnung,Avenue Charles de Gaulle ,"13469 Berlin, Wittenau (Reinickendorf)",Etagenwohnung,1 von 3,"165,3 m²",,6,,1,1.553 €,2.051 €,Gepflegt
yesterday,112176782,Moderne 2- Zimmerwohnung mit Terrasse zu vermieten!,Otawistraße ,"13351 Berlin, Wedding (Wedding)",Etagenwohnung,2,65 m²,,1,1,1,649 €,814 €,Modernisiert
yesterday,111865714,"Exklusive Altbau-Whg nahe Schloßpark Pankow! *Besichtigung: Sa., 09.12. um 12:00 Uhr*",Mendelstraße ,"13187 Berlin, Pankow (Pankow)",Etagenwohnung,1 von 5,107 m²,,3,2,1,1.050 €,1.373 €,Vollständig renoviert
yesterday,56214171,"Erstbezug nach Sanierung, ruhige grüne Wohnlage , 2 Zi.-Appartement im Komponistenviertel",Bizetstr. ,"13088 Berlin- Weißensee, Weißensee (Weißensee)",Erdgeschosswohnung,0 von 5,55 m²,,2,,,"577,50 €","707,30 €",Vollständig renoviert
yesterday,111521593,Helle 3 Zimmer-Wohnung in Baumschulenweg- Citynähe!,Mörikestraße ,"12437 Berlin, Baumschulenweg (Treptow)",Dachgeschoss,,"79,75 m²",,3,,,849 €,1.083 €,Gepflegt
yesterday,110751893,3-zi-DG-whg in der goltzstrasse mit EBK terrasse u. aufzug,,10781 Berlin,Dachgeschoss,5 von 5,"103,9 m²",,3,2,1,1.900 €,2.190 €,Erstbezug
yesterday,110751897,goltzstr. nähe winterfeldtmarkt 4 zi-dg-whg aufzug terrasse EBK erstbezug,,10781 Berlin,Dachgeschoss,5 von 5,"132,96 m²",,4,3,2,2.500 €,2.870 €,Erstbezug
yesterday,111117137,schöne 3 zi-whg mit terrasse balkon EBK aufzug u. TG,,10117 Berlin,Etagenwohnung,5 von 6,"135,68 m²",,3,2,1,2.100 €,"2.574,88 €",Neuwertig
yesterday,111994046,Tolle 2-Zimmerwohnung mit Wintergarten in Neukölln!,Dieselstr. ,"12057 Berlin, Neukölln (Neukölln)",Etagenwohnung,1,59 m²,,2,1,1,439 €,719 €,Erstbezug nach Sanierung
yesterday,111992238,Große 3-Zimmerwohnung mit Balkon in Berlin-Neukölln!,Dieselstr. ,"12057 Berlin, Neukölln (Neukölln)",Etagenwohnung,4,75 m²,,3,2,1,699 €,929 €,Erstbezug nach Sanierung
yesterday,112175524,"Frisch modernisierte 3,5- Zimmerwohnung nahe der Hallen am Borsigturm zu vermieten!",Veitstraße a,"13507 Berlin, Tegel (Reinickendorf)",Etagenwohnung,0,108 m²,,"3,5",2,1,969 €,1.129 €,Modernisiert
yesterday,112023133,Moderne Dachgeschosswohnung im klassischen Altbau am Görlitzer Park! Top saniert!,Wiener Straße/Liegnitzer /,"10999 Berlin, Kreuzberg (Kreuzberg)",Dachgeschoss,5 von 5,89 m²,88 m²,2,1,1,1.174 €,1.374 €,Modernisiert
yesterday,112022943,"Citylage! WG Wohnung! EBK, Balkon, Parklage",Puderstr. ,"12435 Berlin, Plänterwald (Treptow)",,,,,,,,,,
yesterday,97595598,Gesundbrunnen Humboldthain! Helle und gemütliche 2 Zimmerwohnung - ca 56 m² mit Balkon!,Hochstraße ,"13357 Berlin, Wedding (Wedding)",Etagenwohnung,4,"56,11 m²",,2,,,642 €,799 €,Modernisiert
yesterday,111845357,+WERD BOXIANER DIREKT IM HERZEN DER YOUNGSTERS+,GabrielMaxStr. ,"10245 Berlin, Friedrichshain (Friedrichshain)",Etagenwohnung,3 von 4,"61,76 m²",,2,2,1,"741,12 €","826,12 € (zzgl. Heizkosten)",Vollständig renoviert
yesterday,111335112,Idyllische Terrassenwohnung mit Laminat und EBK in Heiligensee,Ruppiner Chaussee ,"13503 Berlin, Heiligensee (Reinickendorf)",,0,"54,72 m²",,2,,,599 €,799 €,Modernisiert
yesterday,111689186,Moderne 2-Zimmer-Wohnung mit zwei Balkonen,Gürtelstrasse ,"10247 Berlin, Friedrichshain (Friedrichshain)",Etagenwohnung,2 von 6,"67,42 m²",,2,1,1,899 €,"1.067,55 €",Erstbezug
yesterday,100434200,"Terrasse, Garten und Sonne - familientaugliche Maisonettewohnung in Adlershof !!!",GroßBerlinerDamm ,"12489 Berlin, Adlershof (Treptow)",Maisonette,1 von 5,"167,81 m²",,4,3,2,1.499 €,"1.884,97 €",Erstbezug
yesterday,111232247,Schöne Wohnung sucht Familie!!!,Sterndamm ,"12487 Berlin, Johannisthal (Treptow)",Etagenwohnung,3 von 5,"95,03 m²",,3,2,1,940 €,"1.177,53 €",Gepflegt
yesterday,106331614,3- Zimmer- Wohnung im grünen Johannisthal!!,Trützschlerstr. ,"12487 Berlin, Johannisthal (Treptow)",Etagenwohnung,3 von 5,"114,41 m²",,3,2,1,1.100 €,1.385 €,Renovierungsbedürftig
yesterday,110890971,Renovieren Sie selbst und sparen zwei Kaltmieten!,Hönower Str. ,"12623 Berlin, Mahlsdorf (Hellersdorf)",Etagenwohnung,3 von 4,84 m²,,3,2,1,693 €,864 € (zzgl. Heizkosten),Renovierungsbedürftig
yesterday,97593983,Spandau Lutherplatz! Erstbezug n. Sanierung - 2 Zimmerwohnung - Duschbad - 499 € warm,Lynarstraße ,"13585 Berlin, Spandau (Spandau)",Etagenwohnung,4,"48,6 m²",,2,,,353 €,499 €,Erstbezug nach Sanierung
yesterday,112171184,"Moderne, neue 4-Zimmerwohnung in Mitte Kreuzberg: Parkett, Balkon, EBK, ...",,10969 Berlin,Etagenwohnung,6 von 9,"90,82 m²",,4,3,2,1.269 €,"1.623,20 €",Neuwertig
yesterday,112171854,"Gemütlich, ruhig, zentral",Tabbertstraße  a,"12459 Berlin, Oberschöneweide (Köpenick)",Etagenwohnung,1 von 4,"57,04 m²",,2,1,1,495 €,625 €,
yesterday,111413031,Helle Dachgeschosswohnung in Ku'damm-Nähe,Pariser Straße ,"10719 Berlin, Wilmersdorf (Wilmersdorf)",Dachgeschoss,5 von 5,234 m²,234 m²,7,7,2,3.393 €,3.908 €,Vollständig renoviert
yesterday,111333991,Trendige Maisonette mit Dachterrasse!,Bötzowstraße ,"10407 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Etagenwohnung,0,"149,83 m²",149 m²,4,3,2,2.875 €,3.374 €,Neuwertig
yesterday,111610204,Edler Erstbezug in perfekter Mitte-Lage!,Chausseestraße ,"10115 Berlin, Mitte (Mitte)",Dachgeschoss,5 von 5,218 m²,218 m²,5,4,2,4.850 €,"5.765,60 €",Erstbezug
yesterday,112171063,Dienstagsbesichtigung am 19.12. um 17:50 Uhr! Gemütliche Zwei-Zimmer-Wohnung ab 1.1.2018 anmietbar!,Gudvanger Straße ,"10439 Berlin, Prenzlauer Berg (Prenzlauer Berg)",,,,,,,,,,
yesterday,112016525,"AB MÄRZ 2018! DG AM NATURKUNDEMUSEUM! LIFT, RUHIG, TERRASSE, AUCH MÖBLIERT (MIT ABSTAND)",,10115 Berlin,Dachgeschoss,4 von 4,"42,01 m²",,2,1,1,675 €,845 €,Gepflegt
yesterday,111697410,2-Zimmer plus weitere Möglichkeiten im Souterrain!,Zikadenweg ,"14055 Berlin, Charlottenburg (Charlottenburg)",Maisonette,1 von 2,62 m²,88 m²,2,,1,900 €,1.100 € (zzgl. Heizkosten),
yesterday,110546739,"helle, wunderschöne, südlich ausgerichtete, möblierte Studentenwohnung im STUDIO HOUSE BERLIN",BärbelBohleyRing ,"13355 Berlin, Wedding (Wedding)",Etagenwohnung,4 von 6,"27,8 m²","27,7 m²",1,1,1,675 €,805 €,Erstbezug
yesterday,107840979,Letzte Studentenwohnung mit Terrasse in STUDIO HOUSE BERLIN,BärbelBohleyRing ,"13355 Berlin, Wedding (Wedding)",Erdgeschosswohnung,0 von 6,"22,5 m²","22,5 m²",1,1,1,550 €,659 €,Erstbezug
yesterday,112012148,+ PENTHOUSE AM HALENSEE + JUGENDSTILVILLA + GARTEN + PRIVATBESITZ + 2 BÄDER + EBK + FITNESSRAUM,WALLOTSTR. ,"14193 BERLIN, Grunewald (Wilmersdorf)",,,,,,,,,,
yesterday,109785250,**Hier können Sie mit Ihrer Familie sofort einziehen** perfekter Grundriss,Rigaer Str. B,"10247 Berlin, Friedrichshain (Friedrichshain)",Etagenwohnung,5,"106,43 m²",,3,,2,"1.341,02 €","1.607,10 €",
yesterday,85811288,"Stilvolle Altbauwohnung in Kiezlage in Prenzlberg! EBK, Balkon, Duschbad...",Pintschstraße ,"10249 Berlin, Friedrichshain (Friedrichshain)",Etagenwohnung,3 von 4,44 m²,44 m²,1,,1,599 €,748 €,Gepflegt
yesterday,70774440,Stilvolle Altbauwohnung mit Balkon in Prenzlberg!,Ebertystraße ,"10249 Berlin, Friedrichshain (Friedrichshain)",Etagenwohnung,1 von 4,53 m²,53 m²,1,,1,659 €,754 € (zzgl. Heizkosten),Gepflegt
yesterday,111300901,Wunderschöne DG-Wohnung! Große Terrasse**Renoviert! *EBK*Fahrstuhl*,Flankenschanze ,"13585 Berlin, Spandau (Spandau)",Dachgeschoss,4,"115,77 m²","115,77 m²",3,,1,895 €,1.080 € (zzgl. Heizkosten),Vollständig renoviert
yesterday,72245114,Exklusives Wohnen direkt am Gendarmenmarkt,Mohrenstraße ,"10117 Berlin, Mitte (Mitte)",Maisonette,7 von 6,"125,43 m²","125,43 m²",4,2,2,1.998 €,2.538 €,Vollständig renoviert
yesterday,111998694,Hübsche 3 Zi.-Altbau-Whg. mit abgez. Di.  St  gfl. W-B. in Köpenick - Bahnhofstr.,Bahnhofstr. ,"12555 Berlin, Köpenick (Köpenick)",Etagenwohnung,2 von 5,"89,16 m²",,3,,1,"624,12 €","834,12 €",Vollständig renoviert
yesterday,111992182,Exklusives Penthouse im Grunewald,RichardStraussStr. ,"14193 Berlin, Grunewald (Wilmersdorf)",Penthouse,2 von 3,135 m²,,2,1,1,2.835 €,3.295 €,Neuwertig
yesterday,112132361,Sanierter Altbau im schönen Moabit! Ab sofort!,Wilsnacker Str. ,"10559 Berlin, Tiergarten (Tiergarten)",Etagenwohnung,1 von 4,"48,5 m²",,2,1,1,649 €,759 €,Erstbezug nach Sanierung
yesterday,85097732,Rathaus Neukölln! 3 Zimmerwohnung in Kiezlage - abgezogene Dielen - EBK - ca. 74 m²-949€ warm,Donaustraße ,"12043 Berlin, Neukölln (Neukölln)",Etagenwohnung,1,"74,41 m²",,3,,,778 €,778 €,Modernisiert
yesterday,89113158,Neukölln - Attraktive 2 Zimmerwohnung - EBK - Balkon - Wg-taugl. - ca. 68m² - 829€ warm,Schudomastraße ,"12055 Berlin, Neukölln (Neukölln)",Etagenwohnung,3 von 5,"68,69 m²","68,69 m²",2,1,1,685 €,829 €,Gepflegt
yesterday,112122670,6 zi-whg 3. og aufzug EBK u. balkon schlüter-ecke pestalozzistr,,10625 Berlin,Etagenwohnung,3 von 4,250 m²,,6,3,2,3.500 €,4.125 €,Vollständig renoviert
yesterday,111844906,Penthousewohnung im gefragten Grunewald,CasparTheyßStraße ,"14193 Berlin, Grunewald (Wilmersdorf)",Penthouse,4 von 4,"148,58 m²","148,5 m²",2,1,1,1.902 €,2.247 €,Vollständig renoviert
yesterday,111998378,Weigandufer - 2 Zimmer - Tageslicht Wannenbad - EBK - 799€ warm - ca. 58m² - EG,Wildenbruchplatz ,"12045 Berlin, Neukölln (Neukölln)",Erdgeschosswohnung,,"58,26 m²",,2,,,652 €,799 €,Modernisiert
yesterday,111998106,S-Wollankstraße - An der Panke - Ideale Singlewohnung mit top Ausstattung! - Garten - 629€ warm,Schulzestraße ,"13187 Berlin, Pankow (Pankow)",Erdgeschosswohnung,0,"45,69 m²",,1,,,515 €,629 €,Modernisiert
yesterday,110925140,Imposante Terrassenwohnung am Gendarmenmarkt!,Markgrafenstraße ,"10117 Berlin, Mitte (Mitte)",Etagenwohnung,6 von 7,292 m²,,5,3,2,5.980 €,6.724 €,Neuwertig
yesterday,87847827,"Erstbezug nach Sanierung! freundl. 2,5 Zimerwohnung, Balkon, Laminat - 999€ warm",Kleine Innstraße ,"12045 Berlin, Neukölln (Neukölln)",Etagenwohnung,1,"70,57 m²","70,57 m²","2,5",,,814 €,999 €,Gepflegt
yesterday,112071468,2-Zimmerwohnung mit Balkon - Ihr Sprung in ein neues Wohngefühl - Gymmitgliedschaft frei,Voßstr. ,"10117 Berlin, Mitte (Mitte)",,,,,,,,,,
yesterday,112071384,2-Zimmerwohnung mit Balkon im Zentrum Berlins,Wilhelmstr. ,"10117 Berlin, Mitte (Mitte)",Terrassenwohnung,4,"54,28 m²","48,36 m²",2,1,1,"1.085,60 €","1.085,60 € (zzgl. Nebenkosten)",Neuwertig
yesterday,111865289,2-Zimmerwohnung mit Balkon - 7. Etage und Blick über Berlin - Gym free,Leipziger Str. ,"10117 Berlin, Mitte (Mitte)",Terrassenwohnung,7,"67,16 m²","62,32 m²",2,1,1,"1.410,36 €","1.410,36 € (zzgl. Nebenkosten & Heizkosten)",Neuwertig
yesterday,110975498,"4-Zimmerwohnung mit Terrasse zur Gartenanlage, ruhige Lage - teilgewerbl. nutzbar - Gym for free",Wilhelmstr. ,"10117 Berlin, Mitte (Mitte)",,,,,,,,,,
yesterday,110427207,3 Zimmerwohnung mit Terrasse am Leipziger Platz Quartier - Gymzugang for free,Voßstr. ,"10117 Berlin, Mitte (Mitte)",Terrassenwohnung,3,"121,97 m²","105,81 m²",3,1,1,"1.951,52 €","1.951,52 € (zzgl. Nebenkosten)",Erstbezug
yesterday,105551923,Townhouse! Elegantes und stilvolles Wohnen direkt am Leipziger Platz - teilgew. nutzbar - Gym free,Leipziger Platz ,"10117 Berlin, Mitte (Mitte)",Maisonette,3,"263,76 m²","225,46 m²",5,4,3,"5.802,72 €","5.802,72 € (zzgl. Nebenkosten)",Erstbezug
yesterday,103281994,Pure Wohn- und Lebensfreude - 2 Zimmerwhg. im HERZEN von BERLIN - Gym free,Voßstr. ,"10117 Berlin, Mitte (Mitte)",Etagenwohnung,3,"111,89 m²","111,89 m²",2,1,1,"1.678,35 €","1.678,35 € (zzgl. Nebenkosten)",Erstbezug
yesterday,103281961,My Hometown am Leipziger Platz! Townhouse über 2 Etagen - teilgew. nutzbar - Gym for free,Voßstr. ,"10117 Berlin, Mitte (Mitte)",Maisonette,3,"130,34 m²","113,17 m²",3,2,2,"2.215,78 €","2.215,78 € (zzgl. Nebenkosten)",Erstbezug
yesterday,100048926,300 qm - LOFT im Erstbezug am Leipziger Platz - teilgew. nutzbar - Gym for free,Leipziger Sraße ,"10117 Berlin, Mitte (Mitte)",Terrassenwohnung,3,"294,59 m²","265,11 m²",5,4,3,"5.891,80 €","5.891,80 € (zzgl. Nebenkosten)",Erstbezug
yesterday,97872894,Moderne Eleganz trifft auf erstklassige Lage! Alles Neu - 2 Zimmer mit Terrasse - Gym for free,Voßstr. ,"10117 Berlin, Mitte (Mitte)",Terrassenwohnung,3,"112,24 m²","105,43 m²",2,1,2,"1.683,60 €","1.683,60 € (zzgl. Nebenkosten)",Erstbezug
yesterday,97461554,"Wohnkomfort in Berlins Mitte! Helle 2-Zi-Whg. im Erstbezug, Gym for free",Voßstr. ,"10117 Berlin, Mitte (Mitte)",Terrassenwohnung,3,"131,34 m²",,2,1,2,"1.970,10 €","1.970,10 € (zzgl. Nebenkosten)",Erstbezug
yesterday,100051226,Frisch renoviert! Friedrichshain - gemütlichens Singleapartment - ca. 35 m² - 569 € warm,Strassmannstraße ,"10249 Berlin, Friedrichshain (Friedrichshain)",Etagenwohnung,4,"35,84 m²",,1,,,477 €,569 €,Modernisiert
yesterday,107097045,Erstbezug - Geräumige 3 Zimmer Wohnung im THE MILE,Chausseestrasse ,"10115 Berlin, Mitte (Mitte)",Etagenwohnung,1 von 7,107 m²,,3,2,2,1.900 €,2.250 €,Erstbezug
yesterday,107533182,Lichtdurchflutete Terrassenwohnung nahe den Wolken - Erstbezug,Krausenstraße ,"10117 Berlin, Mitte (Mitte)",Etagenwohnung,5 von 7,"116,5 m²",,"2,5",2,2,1.650 €,2.000 €,Erstbezug
yesterday,111111587,Viel Platz * hell und luxuriös * Bestlage * zentral & ruhig * Erstbezug,Französische Straße ,"10117 Berlin, Mitte (Mitte)",Etagenwohnung,1 von 5,127 m²,,3,2,2,2.536 €,2.921 €,Erstbezug
yesterday,110863257,Dachterrasse und Balkon nahe den Wolken * Luxus * Erstbezug,Kommandantenstraße ,"10117 Berlin, Mitte (Mitte)",Etagenwohnung,7 von 7,84 m²,,2,1,2,1.533 €,1.803 €,Erstbezug
yesterday,110197115,Sanierter Altbau * modern mit Stuck * große Räume,Schulenburgring ,"12101 Berlin, Tempelhof (Tempelhof)",,,,,,,,,,
yesterday,111994605,"Ruhiglage mit gepflegtem Umfeld sucht neue Mieter, SOFORT BEZUGSFREI",Roonstraße ,"12203 Berlin, Lichterfelde (Steglitz)",Etagenwohnung,2 von 2,"76,06 m²",,"2,5",,,"802,43 €","1.072,43 €",Vollständig renoviert
yesterday,111725066,New York Stil am Marion-Gräfin-Dönhoff-Platz mit gigantischen Blick,Leipziger Straße ,"10117 Berlin, Mitte (Mitte)",Etagenwohnung,20,"74,62 m²",,2,1,1,"1.343,16 €","1.567,02 €",Neuwertig
yesterday,111813792,Frisch sanierte 3-Zimmerwohnung,Normannenstraße ,"12524 Berlin, Altglienicke (Treptow)",,,,,,,,,,
yesterday,111812191,Sanierte 1-Zimmerwohnung im schönen Alt-Glienicke zu vermieten!,Normannenstraße ,"12524 Berlin, Altglienicke (Treptow)",Etagenwohnung,,"46,16 m²",,1,1,1,509 €,669 €,Erstbezug nach Sanierung
yesterday,111811540,"attraktive Pärchenwohnung in Reinickendorf-EBK-Balkon-Lift-Laminat, frei ab ~01.03.2017",FriedrichWilhelmStraße ,"13409 Berlin, Reinickendorf (Reinickendorf)",Etagenwohnung,1 von 4,"51,52 m²",,2,1,1,"593,89 €","723,89 €",Gepflegt
yesterday,111987901,ERSTBEZUG im neu errichteten Mehrfamilienhaus! 3 Zimmer-EG-Luxuswohnung mit eigenem Garten!,Rückerstrasse ,"10119 Berlin, Mitte (Mitte)",Erdgeschosswohnung,0 von 3,"126,34 m²",,3,,,"2.021,44 €","2.564,70 €",Erstbezug
yesterday,111987764,ERSTBEZUG im neu errichteten Mehrfamilienhaus!,Rückerstrasse ,"10119 Berlin, Mitte (Mitte)",Etagenwohnung,1 von 4,"105,75 m²",,3,,,"1.850,63 €","2.305,35 €",Erstbezug
yesterday,111587507,CITY-CONCEPT: Klassisches Wohnen in Bestlage Westend - Erstbezug nach aufwendiger Sanierung -,Marathonallee ,"14052 Berlin, Charlottenburg (Charlottenburg)",Etagenwohnung,2,124 m²,,4,2,2,1.749 €,1.999 €,Erstbezug nach Sanierung
yesterday,112148777,Erstbezug nach Sanierung! Traumhafte Maisonette-Wohnung mit großer Terrasse!,An der Wuhlheide  c,"12459 Berlin, Oberschöneweide (Köpenick)",Maisonette,4 von 4,158 m²,,4,3,1,1.540 €,1.997 €,Vollständig renoviert
yesterday,110753852,ERSTBEZUG! Wohntraum am Kurfürstendamm 4 Zimmer! 2 Bäder! Riesige Loggia! Luxus-EBK uvm.,AlbrechtAchillesStraße a,"10709 Berlin, Wilmersdorf (Wilmersdorf)",Etagenwohnung,2 von 6,121 m²,,4,3,2,2.178 €,2.538 €,Erstbezug
yesterday,112068602,Ruhig gelegene Neubauwohnung mit Einbauküche und Parkett sucht nette Mieter ,Kanalstr.  b,"13599 Berlin, Haselhorst (Spandau)",Sonstige,2,"49,13 m²",,"1,5",,1,455 €,615 €,Gepflegt
yesterday,111607148,Top sanierte Altbau-Wohnung mit hochwertiger EBK in Spandau,Lasiuszeile ,"13585 Berlin, Spandau (Spandau)",,1 von 4,"93,94 m²",,4,3,1,1.033 €,1.415 €,Erstbezug nach Sanierung
yesterday,111974542,TOWN HOUSE in bester Lage! Erstbezug nach Bau!,Rückerstrasse b,"10119 Berlin, Mitte (Mitte)",Etagenwohnung,0 von 2,"193,64 m²",,5,,,"3.485,52 €",4.318 €,Erstbezug
yesterday,111446934,"Frisch aus der Sanierung! Helle, geräumige 4-Zimmer-Wohnung mit EBK im begehrten Friedrichshain",Andreasstraße ,"10243 Berlin, Friedrichshain (Friedrichshain)",Etagenwohnung,,"115,05 m²",,4,,,1.615 €,1.975 €,Erstbezug nach Sanierung
yesterday,111533178,"Top sanierte 1,5-Zimmer-Wohnung mit EBK in Reinickendorf",Grußdorfstraße ,"13507 Berlin, Tegel (Reinickendorf)",Erdgeschosswohnung,,"53,3 m²",,"1,5",,,652 €,815 €,Erstbezug nach Sanierung
yesterday,108362119,Helle 3-Raum-Wohnung - perfekt für Familien mit Badewanne und Dusche,Bahnhofstraße ,"12555 Berlin, Köpenick (Köpenick)",,3 von 4,"107,07 m²",,3,3,1,"1.070,70 €","1.204,53 € (zzgl. Heizkosten)",Saniert
yesterday,109902550,Große 2-Zimmer-Wohnung mit sonniger Terrasse im Prenzlauer Berg,Fröbelstr.  C,"10405 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Etagenwohnung,2,"81,75 m²",,2,1,1,"1.144,50 €","1.365,78 €",Gepflegt
yesterday,101558457,Frisch gemalert und mit neuer Küche - ideale Wohnung für gehobene Bedürfnisse!,Angerburger Allee ,"14055 Berlin, Charlottenburg (Charlottenburg)",Etagenwohnung,13,"200,65 m²",,4,,,"1.599,18 €","2.072,57 €",Gepflegt
yesterday,111502928,Schick und modern - großzügige 3-Zimmer-Wohnung,Galenusstr.  A,"13187 Berlin, Pankow (Pankow)",Etagenwohnung,1 von 1,"114,41 m²",,3,2,,"1.498,77 €","1.765,22 €",Neuwertig
yesterday,109656092,Erstbezug - sonnige Erdgeschosswohnung mit Terrasse ab 01.01.2018,Hallesche Str. ,"10963 Berlin, Kreuzberg (Kreuzberg)",Etagenwohnung,,"53,83 m²",,2,2,1,"888,20 €","1.079,29 €",Erstbezug
yesterday,111827632,Moderne Neubauwohnung mit Privatgarten,Hallesche Straße a,"10963 Berlin, Kreuzberg (Kreuzberg)",,,,,,,,,,
